userID,userRating,Name of Movie,Genre,Year of Release,Watch time,Meta Score,Votes,Gross Collection($)
4044,5,The Road Within,"Adventure,Comedy,Drama",2014,100,31,****,****
1781,2,Hangman,"Crime,Drama,Mystery",II 2017,98,31,****,****
3247,4,I Still See You,"Fantasy,Horror,Sci-Fi",2018,98,31,****,****
4538,5,Night Hunter,"Action,Thriller",2018,98,31,****,****
5977,1,Countdown,"Horror,Thriller",III 2019,90,31,****,****
6506,3,Absolutely Anything,"Comedy,Sci-Fi",2015,85,31,****,****
7224,3,Get a Job,Comedy,2016,83,31,****,****
6469,1,Black Gold,"Action,Drama,History",II 2011,130,32,****,****
4946,3,The Secret: Dare to Dream,"Drama,Romance",2020,107,32,****,****
8187,4,"Game Over, Man!","Action,Comedy",2018,101,32,****,****
4868,1,Hitman's Wife's Bodyguard,"Action,Comedy,Crime",2021,100,32,****,****
3109,3,The Good Neighbor,"Crime,Drama,Horror",2016,98,32,****,****
314,2,The Forger,"Crime,Drama,Thriller",2014,95,32,****,****
7423,4,Father of the Year,Comedy,2018,94,32,****,****
8492,1,Hypnotic,"Mystery,Thriller",2021,88,32,****,****
8599,1,The Human Race,"Action,Comedy,Horror",2013,87,32,****,****
6985,3,Colonia,"Biography,Drama,History",2015,110,33,****,****
4414,3,Renegades,"Action,Adventure,Crime",2017,106,33,****,****
4576,3,Open Grave,"Horror,Mystery,Sci-Fi",2013,102,33,****,****
5098,3,Class,"Comedy,Drama,Romance",1983,98,33,****,****
8629,2,The Baytown Outlaws,"Action,Comedy,Crime",2012,98,33,****,****
4701,1,The Titan,"Drama,Mystery,Romance",2018,97,33,****,****
3970,4,Kidnapping Mr. Heineken,"Action,Crime,Drama",2015,95,33,****,****
8714,2,Air,"Drama,Sci-Fi,Thriller",I 2015,95,33,****,****
811,1,Grave Encounters,"Horror,Mystery",2011,92,33,****,****
7110,5,The Wrong Missy,"Comedy,Romance",2020,90,33,****,****
5721,1,The Bubble,Comedy,2022,126,34,****,****
7276,3,A Fall from Grace,Thriller,2020,120,34,****,****
7926,5,Mother's Day,"Drama,Horror,Thriller",I 2010,112,34,****,****
5464,1,The Man from Toronto,"Action,Adventure,Comedy",2022,110,34,****,****
3990,5,Erased,"Action,Thriller",2012,100,34,****,****
8029,1,The Lifeguard,"Drama,Romance",2013,98,34,****,****
4774,4,The War with Grandpa,"Comedy,Drama,Family",2020,94,34,****,****
3384,3,Premature,"Comedy,Drama,Fantasy",2014,93,34,****,****
9537,2,The Late Bloomer,"Comedy,Drama,Romance",2016,90,34,****,****
3923,4,Brain on Fire,"Biography,Drama",2016,88,34,****,****
7486,5,The Other Man,"Drama,Mystery,Thriller",2008,88,34,****,****
1761,1,The Longest Week,"Comedy,Drama,Romance",2014,86,34,****,****
6889,4,Texas Chainsaw Massacre,"Crime,Horror,Thriller",2022,83,34,****,****
7526,1,The Possession of Michael King,Horror,2014,83,34,****,****
895,3,Scenic Route,"Drama,Thriller",2013,82,34,****,****
6476,1,Mute,"Mystery,Sci-Fi,Thriller",II 2018,126,35,****,****
9069,2,Awake,"Action,Adventure,Drama",III 2021,96,35,****,****
8291,1,Everly,"Action,Thriller",2014,92,35,****,****
1636,2,Very Good Girls,"Drama,Romance",2013,91,35,****,****
7627,3,Coffee & Kareem,"Action,Comedy,Crime",2020,88,35,****,****
3013,4,How It Ends,"Action,Drama,Horror",2018,113,36,****,****
1301,3,The Kissing Booth 3,"Comedy,Romance",2021,112,36,****,****
8967,4,The Captive,"Crime,Drama,Mystery",I 2014,112,36,****,****
7121,2,Mr. Morgan's Last Love,"Comedy,Drama,Romance",2013,111,36,****,****
3445,5,Ex Drummer,"Comedy,Crime,Drama",2007,104,36,****,****
1647,4,Solace,"Crime,Drama,Mystery",II 2015,101,36,****,****
2036,1,Deadgirl,Horror,2008,101,36,****,****
5822,5,Special Correspondents,Comedy,2016,101,36,****,****
4190,5,Fractured,Thriller,I 2019,99,36,****,****
8621,2,The Unholy,"Drama,Horror,Mystery",2021,99,36,****,****
7039,4,When We First Met,"Comedy,Fantasy,Romance",2018,97,36,****,****
4950,2,The Royal Treatment,"Comedy,Family,Romance",2022,96,36,****,****
5898,2,Naked,"Comedy,Fantasy,Romance",I 2017,96,36,****,****
4787,5,6 Days,"Action,Drama,History",I 2017,94,36,****,****
7369,4,Red Notice,"Action,Comedy,Thriller",2021,118,37,****,****
5854,2,Are You Here,"Comedy,Drama",2013,114,37,****,****
8592,5,Autómata,"Action,Drama,Sci-Fi",I 2014,109,37,****,****
8216,4,After the Dark,"Drama,Fantasy,Sci-Fi",2013,107,37,****,****
5025,4,The Frozen Ground,"Crime,Drama,Thriller",2013,105,37,****,****
6851,2,The Cloverfield Paradox,"Action,Adventure,Horror",2018,102,37,****,****
584,4,The Double,"Action,Crime,Drama",I 2011,98,37,****,****
5388,3,Paranormal Activity: Next of Kin,"Horror,Mystery,Thriller",2021,98,37,****,****
6206,4,True Memoirs of an International Assassin,"Action,Comedy,Crime",2016,98,37,****,****
7743,2,Heist,"Action,Crime,Drama",III 2015,93,37,****,****
8922,2,24 Hours to Live,"Action,Sci-Fi,Thriller",2017,93,37,****,****
1502,4,Kickboxer: Vengeance,"Action,Crime,Drama",2016,90,37,****,****
3235,1,Jessabelle,"Drama,Horror,Mystery",2014,90,37,****,****
7460,4,The Professor,"Comedy,Drama",I 2018,90,37,****,****
2884,3,Burying the Ex,"Comedy,Horror,Romance",2014,89,37,****,****
6991,3,Point Blank,"Action,Crime,Drama",2019,86,37,****,****
5550,4,Capricorn One,"Action,Adventure,Drama",1977,123,38,****,****
2473,1,Hillbilly Elegy,Drama,2020,116,38,****,****
4665,2,Der goldene Handschuh,"Crime,Drama,Horror",2019,115,38,****,****
424,3,Pinocchio,"Adventure,Comedy,Drama",2022,105,38,****,****
2408,5,Extraterrestrial,"Action,Horror,Mystery",2014,101,38,****,****
3821,1,Otherhood,Comedy,2019,100,38,****,****
1361,3,Murder Mystery,"Action,Comedy,Crime",2019,97,38,****,****
9081,5,Trailer Park Boys: The Movie,"Comedy,Crime",2006,95,38,****,****
7451,1,Ghosts of War,"Fantasy,Horror,Thriller",2020,94,38,****,****
5054,3,Prey for the Devil,"Horror,Thriller",2022,93,38,****,****
3557,3,Brake,Thriller,I 2012,92,38,****,****
5545,1,A Rainy Day in New York,"Comedy,Romance",2019,92,38,****,****
1302,2,The Ward,"Horror,Mystery,Thriller",2010,89,38,****,****
5751,4,A Case of You,"Comedy,Romance",2013,89,38,****,****
5891,3,Dear Evan Hansen,"Drama,Musical",2021,137,39,****,****
8699,4,The Kissing Booth 2,"Comedy,Romance",2020,134,39,****,****
2339,5,Queen of the Desert,"Adventure,Biography,Drama",2015,128,39,****,****
6781,2,The Greatest Beer Run Ever,"Adventure,Comedy,Drama",2022,126,39,****,****
4058,5,2067,"Mystery,Sci-Fi",2020,114,39,****,****
8831,5,Dark Places,"Crime,Drama,Mystery",2015,113,39,****,****
5696,2,La belle et la bête,"Drama,Family,Fantasy",2014,112,39,****,****
2303,3,The Dirt,"Biography,Comedy,Drama",2019,107,39,****,****
2286,1,St. Trinian's,"Comedy,Family",2007,101,39,****,****
1089,4,First Kill,"Action,Thriller",2017,97,39,****,****
6640,5,Intrusion,"Drama,Thriller",II 2021,92,39,****,****
4159,5,Shut In,"Drama,Horror,Thriller",2015,90,39,****,****
6268,3,Love Guaranteed,"Comedy,Romance",2020,90,39,****,****
8020,1,The Numbers Station,"Action,Thriller",2013,89,39,****,****
4023,4,Young People Fucking,"Comedy,Drama,Romance",2007,87,39,****,****
3539,3,Jexi,"Comedy,Romance,Sci-Fi",2019,84,39,****,****
4445,5,Sandy Wexler,Comedy,2017,130,40,****,****
3736,2,Father Stu,"Biography,Drama",2022,124,40,****,****
633,3,The 355,"Action,Thriller",2022,122,40,****,****
6185,4,Gamgi,"Action,Drama,Sci-Fi",2013,122,40,****,****
8215,1,Slumberland,"Adventure,Comedy,Drama",2022,117,40,****,****
1498,4,In the Blood,"Action,Crime,Thriller",I 2014,108,40,****,****
7659,1,Mine,"Drama,Fantasy,Thriller",II 2016,106,40,****,****
2146,2,Bliss,"Drama,Romance,Sci-Fi",I 2021,103,40,****,****
5062,1,Message from the King,"Action,Crime,Drama",2016,102,40,****,****
2190,5,Fatman,"Action,Adventure,Comedy",2020,100,40,****,****
7974,2,Dark Was the Night,"Drama,Horror,Thriller",2014,99,40,****,****
5022,2,IO,"Adventure,Drama,Sci-Fi",2019,96,40,****,****
1112,5,Extinction,"Action,Drama,Sci-Fi",2018,95,40,****,****
6475,2,65,"Action,Adventure,Drama",2023,93,40,****,****
7212,2,Falling for Christmas,"Comedy,Romance",2022,93,40,****,****
8006,1,Spiral: From the Book of Saw,"Crime,Horror,Mystery",2021,93,40,****,****
1368,2,Leatherface,"Crime,Horror,Thriller",2017,90,40,****,****
8859,1,The Lady of Heaven,"Action,Drama,History",2021,141,41,****,****
6998,4,Moonfall,"Action,Adventure,Sci-Fi",2022,130,41,****,****
8471,5,6 Underground,"Action,Thriller",2019,128,41,****,****
6790,2,Crisis,"Drama,Thriller",2021,118,41,****,****
1813,1,The Week Of,Comedy,2018,116,41,****,****
4804,3,I Still Believe,"Biography,Drama,Music",2020,116,41,****,****
6897,2,Silver Streak,"Action,Comedy,Crime",1976,114,41,****,****
8061,4,Memory,"Action,Crime,Thriller",2022,114,41,****,****
3947,2,The Unforgivable,"Crime,Drama",2021,112,41,****,****
4851,5,Without Remorse,"Action,Thriller,War",II 2021,109,41,****,****
7116,5,The 9th Life of Louis Drax,Thriller,2016,108,41,****,****
6923,4,Superintelligence,"Action,Comedy,Romance",2020,106,41,****,****
7702,5,Desperados,"Comedy,Romance",2020,105,41,****,****
7666,3,The Woman in the Window,"Crime,Drama,Mystery",2020,100,41,****,****
8051,1,Love Wedding Repeat,"Comedy,Romance",2020,100,41,****,****
3824,2,Boss,"Action,Comedy,Crime",I 2013,143,42,****,****
4969,5,Ironclad,"Action,Drama,History",2011,121,42,****,****
4071,4,Force 10 from Navarone,"Action,Drama,War",1978,118,42,****,****
8657,2,Locked Down,"Comedy,Crime,Romance",I 2021,118,42,****,****
2516,5,Devil's Knot,"Biography,Crime,Drama",2013,114,42,****,****
1333,3,Return to Oz,"Adventure,Family,Fantasy",1985,113,42,****,****
2786,1,The Ice Road,"Action,Adventure,Thriller",2021,109,42,****,****
7753,2,Persuasion,"Drama,Romance",I 2022,108,42,****,****
129,1,Night Teeth,"Action,Crime,Drama",2021,107,42,****,****
9819,1,Marauders,"Action,Crime,Thriller",2016,107,42,****,****
4432,4,Love Hard,"Comedy,Romance",2021,104,42,****,****
5260,4,Wild Mountain Thyme,"Comedy,Drama,Romance",2020,102,42,****,****
6313,4,Fatale,Thriller,II 2020,102,42,****,****
6384,4,Guns Akimbo,"Action,Comedy,Crime",2019,98,42,****,****
582,5,Terror Train,"Horror,Mystery,Thriller",1980,97,42,****,****
1585,4,Voice from the Stone,"Drama,Mystery,Thriller",2017,94,42,****,****
9062,3,Below Her Mouth,"Drama,Romance",2016,94,42,****,****
675,2,Spree,"Comedy,Crime,Horror",2020,93,42,****,****
9000,1,The English Teacher,"Comedy,Drama",2013,93,42,****,****
3643,3,The Burning,Horror,1981,91,42,****,****
8448,4,Good People,"Action,Crime,Thriller",2014,90,42,****,****
6494,3,The Toxic Avenger,"Action,Comedy,Horror",1984,82,42,****,****
4099,4,Blood Red Sky,"Action,Adventure,Drama",2021,121,43,****,****
8665,2,Snake Eyes: G.I. Joe Origins,"Action,Adventure,Crime",2021,121,43,****,****
6141,4,Mother/Android,"Drama,Sci-Fi,Thriller",2021,110,43,****,****
2694,4,Ji qi zhi xue,"Action,Sci-Fi,Thriller",2017,109,43,****,****
2204,3,Antebellum,"Drama,Horror,Mystery",2020,105,43,****,****
7388,1,A Good Marriage,"Crime,Drama,Thriller",2014,102,43,****,****
6125,5,Tau,"Sci-Fi,Thriller",2018,97,43,****,****
879,2,The Princess,"Action,Drama,Fantasy",I 2022,94,43,****,****
1464,5,Into the Grizzly Maze,"Action,Adventure,Drama",2015,94,43,****,****
7290,3,Black Butterfly,Thriller,II 2017,93,43,****,****
1871,1,Backtrack,"Drama,Fantasy,Horror",I 2015,90,43,****,****
8698,4,No One Gets Out Alive,"Drama,Horror,Mystery",2021,87,43,****,****
6584,2,Fourth Man Out,"Comedy,Drama",2015,86,43,****,****
3168,2,Choose or Die,"Drama,Horror,Thriller",2022,84,43,****,****
5942,2,Cherry,"Biography,Crime,Drama",I 2021,142,44,****,****
7386,3,Manhattan Nocturne,"Crime,Drama,Mystery",2016,113,44,****,****
4816,4,Jing cha gu shi 2013,"Action,Crime,Drama",2013,110,44,****,****
2317,4,The Marksman,"Action,Drama,Thriller",2021,108,44,****,****
3094,2,Voyagers,"Adventure,Sci-Fi,Thriller",2021,108,44,****,****
3412,5,Frontière(s),Horror,2007,108,44,****,****
698,3,Hot Summer Nights,"Crime,Drama,Romance",2017,107,44,****,****
6245,4,Wolf Creek 2,"Horror,Thriller",2013,106,44,****,****
7368,4,Holidate,"Comedy,Romance",2020,104,44,****,****
2994,5,Spinning Man,"Drama,Mystery,Thriller",2018,100,44,****,****
1815,3,Then Came You,"Adventure,Comedy,Drama",2018,97,44,****,****
5873,1,Barely Lethal,"Action,Comedy",2015,96,44,****,****
3686,1,Bushwick,"Action,Thriller",2017,94,44,****,****
5181,1,Aftermath,"Drama,Thriller",IV 2017,94,44,****,****
4632,4,Cut Bank,"Crime,Drama,Thriller",2014,93,44,****,****
4786,5,Unicorn Store,"Comedy,Drama,Fantasy",2017,92,44,****,****
2251,3,Ghostland,"Drama,Horror,Mystery",2018,91,44,****,****
1838,1,All the Boys Love Mandy Lane,"Horror,Mystery,Thriller",2006,90,44,****,****
4573,3,The Night Clerk,"Crime,Drama,Mystery",2020,90,44,****,****
8327,1,Murder Mystery 2,"Action,Comedy,Crime",2023,90,44,****,****
3981,1,Willy's Wonderland,"Action,Comedy,Horror",2021,88,44,****,****
2388,1,Pimp,"Crime,Drama,Romance",2018,86,44,****,****
4867,5,Rapture-Palooza,"Comedy,Fantasy",2013,85,44,****,****
4833,1,Blood: The Last Vampire,"Animation,Action,Horror",2000,48,44,****,****
7082,3,Brimstone,"Drama,Mystery,Thriller",2016,148,45,****,****
3980,4,The Tomorrow War,"Action,Adventure,Drama",2021,138,45,****,****
7755,5,Outside the Wire,"Action,Adventure,Fantasy",2021,114,45,****,****
6511,1,Sand Castle,"Action,Drama,War",2017,113,45,****,****
2959,2,Fisherman's Friends,"Comedy,Drama,Music",2019,112,45,****,****
8912,4,Queenpins,"Comedy,Crime",2021,110,45,****,****
5656,3,The Invitation,"Horror,Thriller",II 2022,105,45,****,****
6626,3,Outlaw,"Action,Crime,Drama",2007,103,45,****,****
1608,3,Samaritan,"Action,Drama,Fantasy",2022,102,45,****,****
1331,1,Odd Thomas,"Comedy,Fantasy,Horror",2013,100,45,****,****
9772,3,The Lie,"Drama,Thriller",2018,97,45,****,****
4831,2,There's Someone Inside Your House,"Horror,Mystery,Thriller",2021,96,45,****,****
6105,3,Detention,"Comedy,Horror,Romance",2011,95,45,****,****
5613,5,Jeruzalem,"Horror,Sci-Fi,Thriller",2015,94,45,****,****
3497,3,Don't Knock Twice,"Drama,Fantasy,Horror",2016,93,45,****,****
8497,1,Goodnight Mommy,"Crime,Drama,Horror",2022,92,45,****,****
2602,5,The Prowler,"Horror,Mystery,Thriller",1981,89,45,****,****
5697,4,Laal Singh Chaddha,"Comedy,Drama,Romance",2022,159,46,****,****
2489,4,Rebecca,"Drama,Mystery,Romance",I 2020,123,46,****,****
8324,5,Remo Williams: The Adventure Begins,"Action,Adventure,Comedy",1985,121,46,****,****
7453,1,Reminiscence,"Mystery,Romance,Sci-Fi",2021,116,46,****,****
8666,3,Extinction,"Action,Adventure,Drama",2015,112,46,****,****
5857,2,Sweet Girl,"Action,Drama,Thriller",2021,110,46,****,****
2536,1,Wrong Turn,"Horror,Thriller",2021,109,46,****,****
3304,2,Beyond Skyline,"Action,Adventure,Sci-Fi",2017,106,46,****,****
7982,4,Jay and Silent Bob Reboot,"Action,Adventure,Comedy",2019,105,46,****,****
3780,4,American Mary,"Drama,Horror",2012,103,46,****,****
754,2,Level 16,"Drama,Mystery,Sci-Fi",2018,102,46,****,****
856,4,Shotgun Wedding,"Action,Comedy,Romance",2022,101,46,****,****
1455,3,In the Tall Grass,"Horror,Mystery,Sci-Fi",2019,101,46,****,****
2816,2,The Sleepover,"Action,Adventure,Comedy",2020,100,46,****,****
7439,3,My Spy,"Action,Comedy",2020,99,46,****,****
1051,1,Unlocked,"Action,Thriller",I 2017,98,46,****,****
29,5,The Whole Truth,"Crime,Drama,Mystery",2016,93,46,****,****
1020,3,You Should Have Left,"Horror,Thriller",2020,93,46,****,****
4235,2,The Super Mario Bros. Movie,"Animation,Adventure,Comedy",2023,92,46,****,****
224,5,Time Trap,"Action,Adventure,Mystery",2017,87,46,****,****
1900,3,Hotel Transylvania: Transformania,"Animation,Adventure,Comedy",2022,87,46,****,****
3547,3,Destination Wedding,"Comedy,Drama,Romance",2018,87,46,****,****
8408,2,Yes Day,"Comedy,Family",2021,86,46,****,****
4356,4,Ali G Indahouse,Comedy,2002,85,46,****,****
1536,5,Pathaan,"Action,Adventure,Thriller",2023,146,47,****,****
603,5,Shazam! Fury of the Gods,"Action,Adventure,Comedy",2023,130,47,****,****
6523,2,What Happened to Monday,"Action,Crime,Fantasy",2017,123,47,****,****
8169,1,Le grand bain,"Comedy,Drama,Sport",2018,121,47,****,****
9655,5,Gunpowder Milkshake,"Action,Crime,Thriller",2021,114,47,****,****
329,3,Senior Year,"Comedy,Drama",2022,111,47,****,****
950,1,Halloween Ends,"Horror,Thriller",2022,111,47,****,****
5612,5,Blinkende lygter,"Action,Comedy,Crime",2000,109,47,****,****
2612,2,Kate,"Action,Adventure,Crime",I 2021,106,47,****,****
8466,1,Spooks: The Greater Good,"Action,Drama,Thriller",2015,104,47,****,****
1122,5,Irresistible,"Comedy,Drama",I 2020,101,47,****,****
6687,4,Open Windows,"Crime,Mystery,Thriller",2014,100,47,****,****
2284,3,Angel of Mine,"Drama,Mystery,Thriller",2019,98,47,****,****
2709,5,Wo hu cang long: Qing ming bao jian,"Action,Adventure,Drama",2016,96,47,****,****
7724,2,Operation Christmas Drop,"Comedy,Family,Romance",2020,95,47,****,****
7790,4,Fallen,"Drama,Fantasy,Romance",II 2016,91,47,****,****
2637,4,The Super,"Horror,Thriller",2017,90,47,****,****
1365,3,The Town That Dreaded Sundown,"Horror,Mystery,Thriller",2014,86,47,****,****
2196,4,Hagane no renkinjutsushi,"Action,Adventure,Fantasy",2017,135,48,****,****
4457,2,Amsterdam,"Comedy,Drama,History",2022,134,48,****,****
1960,3,Midway,"Action,Drama,History",1976,132,48,****,****
6381,3,Casino Royale,Comedy,1967,131,48,****,****
9336,4,Ant-Man and the Wasp: Quantumania,"Action,Adventure,Comedy",2023,124,48,****,****
2098,3,Don't Worry Darling,"Drama,Thriller",I 2022,123,48,****,****
4173,1,Burnt Offerings,"Horror,Mystery,Thriller",1976,116,48,****,****
1716,5,In the Shadow of the Moon,"Action,Crime,Mystery",2019,115,48,****,****
6939,1,Jungle,"Action,Adventure,Biography",I 2017,115,48,****,****
3861,3,Womb,"Drama,Romance,Sci-Fi",2010,111,48,****,****
8275,3,Rememory,"Drama,Mystery,Sci-Fi",2017,111,48,****,****
8649,1,Lady and the Tramp,"Adventure,Comedy,Family",2019,111,48,****,****
8502,2,The Protégé,"Action,Thriller",2021,109,48,****,****
3020,4,King of Thieves,"Biography,Crime,Drama",2018,108,48,****,****
4059,1,Politiki kouzina,Drama,2003,108,48,****,****
5443,5,The Bang Bang Club,"Biography,Drama,History",2010,106,48,****,****
8134,4,Luck,"Animation,Adventure,Comedy",I 2022,105,48,****,****
5321,2,Solomon Kane,"Action,Adventure,Fantasy",2009,104,48,****,****
885,1,Goon: Last of the Enforcers,"Comedy,Sport",2017,101,48,****,****
3649,3,Noelle,"Adventure,Comedy,Family",2019,100,48,****,****
8743,4,Code 8,"Action,Crime,Drama",2019,98,48,****,****
8093,1,Juste la fin du monde,Drama,2016,97,48,****,****
9047,1,Gold,"Action,Adventure,Thriller",I 2022,97,48,****,****
6502,1,Jolt,"Action,Comedy,Crime",2021,91,48,****,****
4730,1,The Den,"Horror,Mystery,Thriller",2013,76,48,****,****
5992,5,Ice Station Zebra,"Adventure,Thriller",1968,148,49,****,****
5037,5,Don't Look Up,"Comedy,Drama,Sci-Fi",2021,138,49,****,****
6702,2,The Promise,"Action,Adventure,Drama",II 2016,133,49,****,****
3078,4,Azumi,"Action,Adventure,Drama",2003,128,49,****,****
1829,4,Army of Thieves,"Action,Comedy,Crime",2021,127,49,****,****
1902,5,The Gray Man,"Action,Thriller",2022,122,49,****,****
7279,3,Things Heard & Seen,"Drama,Horror,Mystery",2021,121,49,****,****
3416,4,Spenser Confidential,"Action,Comedy,Crime",2020,111,49,****,****
1036,5,Godmothered,"Comedy,Drama,Family",2020,110,49,****,****
4609,2,Look Both Ways,"Comedy,Drama,Romance",2022,110,49,****,****
1695,2,Your Place or Mine,"Comedy,Romance",2023,109,49,****,****
7795,5,The Children's Hour,"Drama,Romance",1961,108,49,****,****
1538,5,Firebird,"Biography,Drama,Romance",I 2021,107,49,****,****
7977,1,Vacation Friends,"Adventure,Comedy",2021,103,49,****,****
7516,1,Against the Ice,"Adventure,Drama,History",2022,102,49,****,****
3459,1,The Dyatlov Pass Incident,"Horror,Mystery,Thriller",2013,100,49,****,****
3963,4,Nabbeun namja,"Drama,Romance",2001,100,49,****,****
2253,3,A Christmas Horror Story,"Fantasy,Horror,Mystery",2015,99,49,****,****
8422,1,Single All the Way,"Comedy,Drama,Romance",2021,99,49,****,****
4941,5,The Private Lives of Pippa Lee,"Comedy,Drama,Romance",2009,98,49,****,****
5792,1,Starry Eyes,"Horror,Mystery",2014,98,49,****,****
7079,5,Class of 1984,"Action,Crime,Drama",1982,98,49,****,****
6228,1,Haunter,"Fantasy,Horror,Mystery",2013,97,49,****,****
264,2,Paradise Hills,"Fantasy,Mystery,Sci-Fi",2019,95,49,****,****
3617,3,Cleaner,Thriller,2007,88,49,****,****
5723,2,Acts of Vengeance,"Action,Drama,Thriller",2017,87,49,****,****
6586,5,Downhill,"Comedy,Drama",I 2020,86,49,****,****
2608,5,Blonde,"Biography,Drama,Romance",2022,167,50,****,****
